timestamp,price,amount,buy,sell
2024-10-26 15:49:00+00:00,66916.84232294618,2.36967,133,220
2024-10-26 15:50:00+00:00,66918.60363984674,3.45901,211,311
2024-10-26 15:51:00+00:00,66901.4832684825,1.96532,130,127
2024-10-26 15:52:00+00:00,66891.9048409894,5.634,299,267
2024-10-26 15:53:00+00:00,66896.3251588785,2.23292,228,307
2024-10-26 15:54:00+00:00,66886.54680124224,4.41701,135,187
2024-10-26 15:55:00+00:00,66888.06753816795,2.83651,296,228
2024-10-26 15:56:00+00:00,66892.29156950672,10.10616,170,722
2024-10-26 15:57:00+00:00,66877.9337886598,3.13658,108,280
2024-10-26 15:58:00+00:00,66868.1065781711,3.3464300000000002,122,217
2024-10-26 15:59:00+00:00,66876.77836190477,5.41431,286,239
2024-10-26 16:00:00+00:00,66879.75433884298,3.69321,222,262
2024-10-26 16:01:00+00:00,66907.51046511628,16.71447,529,331
2024-10-26 16:02:00+00:00,66895.2941241685,2.88691,316,586
2024-10-26 16:03:00+00:00,66877.03716049383,3.14634,67,176
2024-10-26 16:04:00+00:00,66887.68176808266,5.789,627,244
2024-10-26 16:05:00+00:00,66933.63447142858,8.2107,519,181
2024-10-26 16:06:00+00:00,66920.33027859237,4.54616,166,516
2024-10-26 16:07:00+00:00,66912.86775583483,13.391820000000001,281,276
2024-10-26 16:08:00+00:00,66916.95578723404,4.26652,320,150
2024-10-26 16:09:00+00:00,66904.25788199698,4.39624,97,564
2024-10-26 16:10:00+00:00,66896.79350961538,4.00291,146,270
2024-10-26 16:11:00+00:00,66889.81192307692,5.4174299999999995,141,353
2024-10-26 16:12:00+00:00,66895.6248372093,1.96468,109,106
2024-10-26 16:13:00+00:00,66856.38414130434,78.73105,175,745
2024-10-26 16:14:00+00:00,66838.21681055156,19.02034,182,235
2024-10-26 16:15:00+00:00,66815.52338010204,11.37231,168,616
2024-10-26 16:16:00+00:00,66797.78577574967,7.06414,89,678
2024-10-26 16:17:00+00:00,66801.35337526206,3.45897,272,205
2024-10-26 16:18:00+00:00,66813.83231660232,2.72232,111,148
2024-10-26 16:19:00+00:00,66817.99576744185,0.69218,124,91
2024-10-26 16:20:00+00:00,66834.2523019802,5.87247,254,150
2024-10-26 16:21:00+00:00,66860.85360752056,45.88066,762,89
2024-10-26 16:22:00+00:00,66873.11680212014,22.13412,152,414
2024-10-26 16:23:00+00:00,66866.95524475524,5.1572,208,221
2024-10-26 16:24:00+00:00,66874.97461538462,3.6451,379,128
2024-10-26 16:25:00+00:00,66896.18403603604,4.3148,453,102
2024-10-26 16:26:00+00:00,66917.828698941,2.71366,509,152
2024-10-26 16:27:00+00:00,66944.3330934768,20.01759,1246,241
2024-10-26 16:28:00+00:00,66957.11106422018,10.67542,272,273
2024-10-26 16:29:00+00:00,66959.55056470589,7.01555,285,140
2024-10-26 16:30:00+00:00,66954.19950160771,10.06708,269,353
2024-10-26 16:31:00+00:00,66967.29686186186,8.7183,438,228
2024-10-26 16:32:00+00:00,66968.22596638656,7.62521,268,208
2024-10-26 16:33:00+00:00,66965.36110465117,7.90544,174,170
2024-10-26 16:34:00+00:00,66941.42955462185,9.84202,158,1032
2024-10-26 16:35:00+00:00,66919.73023255814,16.82584,187,286
2024-10-26 16:36:00+00:00,66899.36235294117,8.82563,224,252
2024-10-26 16:37:00+00:00,66925.31033039647,7.4484699999999995,316,138
2024-10-26 16:38:00+00:00,66928.90808353809,7.27152,166,241
2024-10-26 16:39:00+00:00,66930.72877442274,8.51903,299,264
2024-10-26 16:40:00+00:00,66924.94990834096,11.12929,416,675
2024-10-26 16:41:00+00:00,66937.34768253968,7.07995,217,98
2024-10-26 16:42:00+00:00,66941.7885263158,6.53942,129,156
2024-10-26 16:43:00+00:00,66936.65802734376,8.45903,344,168
2024-10-26 16:44:00+00:00,66953.46888619855,11.16212,310,516
2024-10-26 16:45:00+00:00,66954.96054216867,10.05161,263,235
2024-10-26 16:46:00+00:00,66964.47358857143,8.95015,549,326
2024-10-26 16:47:00+00:00,66980.09247663552,15.72182,211,217
2024-10-26 16:48:00+00:00,67023.8524299773,71.28462,1018,303
2024-10-26 16:49:00+00:00,67028.87914738125,7.34664,124,697
2024-10-26 16:50:00+00:00,67006.72722084368,3.52257,173,230
2024-10-26 16:51:00+00:00,66999.67768786127,23.19662,389,1341
2024-10-26 16:52:00+00:00,66975.77473411155,1.29137,140,1402
2024-10-26 16:53:00+00:00,66975.66695770805,2.58228,143,590
2024-10-26 16:54:00+00:00,66974.01336633663,0.59372,136,268
2024-10-26 16:55:00+00:00,66979.15570588235,3.00013,190,150
2024-10-26 16:56:00+00:00,66974.00673813169,3.31997,297,356
2024-10-26 16:57:00+00:00,66975.91596194504,3.6587,132,341
2024-10-26 16:58:00+00:00,66973.5797816594,2.6925499999999998,96,133
2024-10-26 16:59:00+00:00,66976.66395121951,1.7849000000000002,148,57
2024-10-26 17:00:00+00:00,67001.6373069307,5.47431,325,180
2024-10-26 17:01:00+00:00,67000.07490797546,1.86623,89,237
2024-10-26 17:02:00+00:00,66997.36355748374,3.43341,290,171
2024-10-26 17:03:00+00:00,66999.92895744681,1.0669600000000001,82,388
2024-10-26 17:04:00+00:00,66998.60687697161,14.5687,157,160
2024-10-26 17:05:00+00:00,66975.24961136024,9.67884,163,506
2024-10-26 17:06:00+00:00,66979.87000000001,2.90933,146,439
2024-10-26 17:07:00+00:00,66988.91924489796,3.45798,287,203
2024-10-26 17:08:00+00:00,67019.0884962406,5.78587,320,212
2024-10-26 17:09:00+00:00,67028.34107876712,7.0446,283,301
2024-10-26 17:10:00+00:00,67027.5948051948,4.6197,184,124
2024-10-26 17:11:00+00:00,67041.90645454546,14.63133,237,203
2024-10-26 17:12:00+00:00,67032.34857355127,6.55885,49,624
2024-10-26 17:13:00+00:00,67012.71926470588,3.77535,34,102
2024-10-26 17:14:00+00:00,67008.1487628866,10.41302,34,160
2024-10-26 17:15:00+00:00,67031.08085074626,4.07892,400,270
2024-10-26 17:16:00+00:00,67026.13366336633,2.24741,108,195
2024-10-26 17:17:00+00:00,67011.4304988662,2.51774,103,338
2024-10-26 17:18:00+00:00,66998.15239382238,7.5967,253,265
2024-10-26 17:19:00+00:00,67024.16021148037,2.91693,191,140
2024-10-26 17:20:00+00:00,67022.02255882353,4.92565,73,267
2024-10-26 17:21:00+00:00,67004.86273755656,1.40251,53,389
2024-10-26 17:22:00+00:00,67000.4043125,2.05627,69,91
2024-10-26 17:23:00+00:00,67009.62401215806,2.60942,192,137
2024-10-26 17:24:00+00:00,67019.56177777777,1.24816,155,205
2024-10-26 17:25:00+00:00,67040.95856643356,1.85729,229,57
2024-10-26 17:26:00+00:00,67048.28844827587,7.38144,85,147
2024-10-26 17:27:00+00:00,67047.50424242424,1.00861,56,76
2024-10-26 17:28:00+00:00,67048.31913043479,1.03102,66,141
2024-10-26 17:29:00+00:00,67047.5031147541,1.08173,38,84
2024-10-26 17:30:00+00:00,67051.10483870968,1.7604899999999999,151,97
2024-10-26 17:31:00+00:00,67053.63772413794,2.09817,80,65
2024-10-26 17:32:00+00:00,67051.67175438597,2.86125,97,131
2024-10-26 17:33:00+00:00,67052.29536082473,2.39082,200,91
2024-10-26 17:34:00+00:00,67060.2518957346,3.0231,319,103
2024-10-26 17:35:00+00:00,67115.97914534567,17.40098,1285,552
2024-10-26 17:36:00+00:00,67119.90369020501,9.11921,370,508
2024-10-26 17:37:00+00:00,67132.85036129033,5.01656,332,443
2024-10-26 17:38:00+00:00,67118.4494039735,3.6254500000000003,143,461
2024-10-26 17:39:00+00:00,67119.65836012861,4.58561,197,425
2024-10-26 17:40:00+00:00,67106.6737008547,5.08392,219,951
2024-10-26 17:41:00+00:00,67108.8079661017,5.81951,262,92
2024-10-26 17:42:00+00:00,67125.5160970464,5.38207,324,150
2024-10-26 17:43:00+00:00,67106.33650069156,5.11768,85,638
2024-10-26 17:44:00+00:00,67103.26228021977,2.33131,272,92
2024-10-26 17:45:00+00:00,67106.8929390681,1.83527,71,208
2024-10-26 17:46:00+00:00,67119.6041935484,7.53682,320,362
2024-10-26 17:47:00+00:00,67096.88586075949,2.20031,91,699
2024-10-26 17:48:00+00:00,67091.64755852844,2.4444,222,77
2024-10-26 17:49:00+00:00,67106.9669503546,2.69686,217,65
2024-10-26 17:50:00+00:00,67110.25292576419,2.90431,74,155
2024-10-26 17:51:00+00:00,67096.02858744394,4.51726,112,334
2024-10-26 17:52:00+00:00,67079.00913043479,4.16911,91,208
2024-10-26 17:53:00+00:00,67085.75407407408,1.21988,189,54
2024-10-26 17:54:00+00:00,67086.81799086758,1.50493,84,135
2024-10-26 17:55:00+00:00,67077.08049050633,9.15143,167,465
2024-10-26 17:56:00+00:00,67067.42573033707,1.16146,89,89
2024-10-26 17:57:00+00:00,67063.97772486773,13.2339,174,204
2024-10-26 17:58:00+00:00,67063.01302040817,1.6695,91,154
2024-10-26 17:59:00+00:00,67061.81327380952,1.83542,82,86
2024-10-26 18:00:00+00:00,67067.67798594848,4.57013,202,225
2024-10-26 18:01:00+00:00,67078.82376190476,3.4130000000000003,139,71
2024-10-26 18:02:00+00:00,67082.61104880582,3.72615,608,355
2024-10-26 18:03:00+00:00,67065.78894459104,2.52827,122,257
2024-10-26 18:04:00+00:00,67042.61266347687,3.5843599999999998,106,521
2024-10-26 18:05:00+00:00,67030.57196765498,3.2342999999999997,62,309
2024-10-26 18:06:00+00:00,67038.45343243243,4.93051,300,70
2024-10-26 18:07:00+00:00,67049.56153846154,3.09881,139,69
2024-10-26 18:08:00+00:00,67067.23442598186,13.23097,564,98
2024-10-26 18:09:00+00:00,67117.53756892231,13.31402,709,89
2024-10-26 18:10:00+00:00,67135.9688441331,6.13881,231,340
2024-10-26 18:11:00+00:00,67127.71566985645,2.60603,89,329
2024-10-26 18:12:00+00:00,67126.56809701493,14.94683,349,187
2024-10-26 18:13:00+00:00,67123.4609897611,5.43509,183,403
2024-10-26 18:14:00+00:00,67120.11170731708,2.86949,173,73
2024-10-26 18:15:00+00:00,67121.69890196079,3.88878,51,204
2024-10-26 18:16:00+00:00,67103.03924369748,2.71529,59,298
2024-10-26 18:17:00+00:00,67102.3391011236,4.7562,234,300
2024-10-26 18:18:00+00:00,67095.397008547,1.19843,162,72
2024-10-26 18:19:00+00:00,67092.5079856115,2.80431,143,413
2024-10-26 18:20:00+00:00,67088.34591478697,4.81285,230,169
2024-10-26 18:21:00+00:00,67116.7082010582,2.7805,223,155
2024-10-26 18:22:00+00:00,67109.37029141105,2.9535299999999998,158,494
2024-10-26 18:23:00+00:00,67095.5276386037,2.94056,105,382
2024-10-26 18:24:00+00:00,67091.32394285714,1.5468600000000001,89,86
2024-10-26 18:25:00+00:00,67103.70119298245,1.50141,134,151
2024-10-26 18:26:00+00:00,67093.39052356021,0.57272,41,150
2024-10-26 18:27:00+00:00,67101.29539007093,2.44534,196,86
2024-10-26 18:28:00+00:00,67109.58588235294,2.80199,42,128
2024-10-26 18:29:00+00:00,67106.75403846154,1.27096,42,62
2024-10-26 18:30:00+00:00,67104.47758461538,2.60121,149,501
2024-10-26 18:31:00+00:00,67097.16522857142,3.12084,33,317
2024-10-26 18:32:00+00:00,67089.5605995475,1.88074,53,831
2024-10-26 18:33:00+00:00,67092.42674551971,4.93466,186,1209
2024-10-26 18:34:00+00:00,67081.80437596302,2.3457,191,458
2024-10-26 18:35:00+00:00,67091.83240157481,0.6203,61,193
2024-10-26 18:36:00+00:00,67082.9708583691,2.24955,144,322
2024-10-26 18:37:00+00:00,67085.99350364965,1.09662,48,89
2024-10-26 18:38:00+00:00,67087.278,3.28829,82,403
2024-10-26 18:39:00+00:00,67094.40228187919,1.78362,176,122
2024-10-26 18:40:00+00:00,67101.55156950673,1.2494699999999999,194,252
2024-10-26 18:41:00+00:00,67098.86978723404,2.6323499999999997,113,169
2024-10-26 18:42:00+00:00,67097.52920187794,3.49155,86,340
2024-10-26 18:43:00+00:00,67085.91497757848,1.22982,116,107
2024-10-26 18:44:00+00:00,67099.46136125654,4.12491,140,51
2024-10-26 18:45:00+00:00,67096.825672043,4.1218,88,284
2024-10-26 18:46:00+00:00,67091.7962460064,4.05426,292,334
2024-10-26 18:47:00+00:00,67091.40033222591,2.60395,120,482
2024-10-26 18:48:00+00:00,67086.07008488965,2.44677,102,487
2024-10-26 18:49:00+00:00,67067.32582474226,4.47096,113,275
2024-10-26 18:50:00+00:00,67076.6768522073,3.22507,166,355
2024-10-26 18:51:00+00:00,67072.00292307691,0.5987,133,322
2024-10-26 18:52:00+00:00,67070.34051834131,2.31616,171,1083
2024-10-26 18:53:00+00:00,67089.87517094017,1.5584,109,125
2024-10-26 18:54:00+00:00,67079.77174509804,3.07247,79,941
2024-10-26 18:55:00+00:00,67066.58158762887,2.0335,77,408
2024-10-26 18:56:00+00:00,67066.58081035923,1.20016,97,1100
2024-10-26 18:57:00+00:00,67066.58136824325,1.35876,81,511
2024-10-26 18:58:00+00:00,67064.19535123967,3.17496,49,435
2024-10-26 18:59:00+00:00,67048.31997572815,2.85942,88,2384
2024-10-26 19:00:00+00:00,67042.00316455697,0.68387,100,216
2024-10-26 19:01:00+00:00,67042.00475836432,1.13245,128,141
2024-10-26 19:02:00+00:00,67045.41948813983,6.54104,464,337
2024-10-26 19:03:00+00:00,67069.0721641791,4.3975,535,269
2024-10-26 19:04:00+00:00,67079.10074484945,4.11777,236,395
2024-10-26 19:05:00+00:00,67057.00705336427,9.39879,97,334
2024-10-26 19:06:00+00:00,67069.46155866899,3.70237,399,743
2024-10-26 19:07:00+00:00,67075.22304270463,2.2161,129,433
2024-10-26 19:08:00+00:00,67078.75310421287,6.73583,177,274
2024-10-26 19:09:00+00:00,67064.43319644839,2.9856,190,711
2024-10-26 19:10:00+00:00,67072.16615591398,2.29854,174,198
2024-10-26 19:11:00+00:00,67088.69379874214,4.38671,277,518
2024-10-26 19:12:00+00:00,67099.30691977078,4.96032,139,559
2024-10-26 19:13:00+00:00,67123.62524590164,8.3788,393,278
2024-10-26 19:14:00+00:00,67152.02488757396,26.02617,505,340
2024-10-26 19:15:00+00:00,67135.78401869159,7.23565,218,1066
2024-10-26 19:16:00+00:00,67130.622890625,3.57736,275,109
2024-10-26 19:17:00+00:00,67152.92851910827,4.79685,240,1016
2024-10-26 19:18:00+00:00,67126.93916963227,5.49432,136,2393
2024-10-26 19:19:00+00:00,67121.8194147326,2.37808,122,869
2024-10-26 19:20:00+00:00,67129.51353049908,4.79769,162,379
2024-10-26 19:21:00+00:00,67123.45845723421,2.43053,53,1198
2024-10-26 19:22:00+00:00,67118.00703448275,2.2951799999999998,40,395
2024-10-26 19:23:00+00:00,67116.98921113688,2.0492,93,338
2024-10-26 19:24:00+00:00,67114.23975830816,1.95083,43,288
2024-10-26 19:25:00+00:00,67104.16225312934,1.7625600000000001,78,641
2024-10-26 19:26:00+00:00,67107.18470198674,1.13419,63,239
2024-10-26 19:27:00+00:00,67116.03873417721,3.34885,169,147
2024-10-26 19:28:00+00:00,67121.77131964809,1.18372,45,296
2024-10-26 19:29:00+00:00,67121.7771024735,7.38926,201,82
2024-10-26 19:30:00+00:00,67123.61573913044,1.9697,82,493
2024-10-26 19:31:00+00:00,67123.99267676768,1.86039,53,145
2024-10-26 19:32:00+00:00,67124.1274301676,2.78758,67,112
2024-10-26 19:33:00+00:00,67124.61576923078,1.09994,51,105
2024-10-26 19:34:00+00:00,67124.55094801223,2.2854900000000002,226,428
2024-10-26 19:35:00+00:00,67120.36083601286,1.13526,42,269
2024-10-26 19:36:00+00:00,67114.00201834862,0.46483,66,261
2024-10-26 19:37:00+00:00,67112.15806282722,4.05291,83,108
2024-10-26 19:38:00+00:00,67116.22480874318,0.76215,52,131
2024-10-26 19:39:00+00:00,67116.75483050846,2.16505,57,61
2024-10-26 19:40:00+00:00,67116.30839378238,0.89089,69,124
2024-10-26 19:41:00+00:00,67103.32798722044,4.09115,70,243
2024-10-26 19:42:00+00:00,67091.0899137931,1.67727,75,157
2024-10-26 19:43:00+00:00,67091.52290640394,4.41667,106,97
2024-10-26 19:44:00+00:00,67090.29162844036,7.78429,97,339
2024-10-26 19:45:00+00:00,67088.02370588235,1.44708,93,77
2024-10-26 19:46:00+00:00,67085.35659624414,1.33688,71,355
2024-10-26 19:47:00+00:00,67079.49224657533,3.03916,61,304
2024-10-26 19:48:00+00:00,67081.67242424242,2.28804,160,104
2024-10-26 19:49:00+00:00,67088.88042105264,2.08993,124,161
2024-10-26 19:50:00+00:00,67093.01837751856,2.82071,100,843
2024-10-26 19:51:00+00:00,67080.36028169014,2.01809,174,394
2024-10-26 19:52:00+00:00,67091.76245791245,1.31145,132,165
2024-10-26 19:53:00+00:00,67104.90858793324,1.06711,115,664
2024-10-26 19:54:00+00:00,67130.02419753087,2.8448700000000002,335,151
2024-10-26 19:55:00+00:00,67158.0455012225,3.36661,262,147
2024-10-26 19:56:00+00:00,67176.36175438596,8.6266,463,335
2024-10-26 19:57:00+00:00,67181.74408488063,1.71865,109,268
2024-10-26 19:58:00+00:00,67171.03637203167,2.21112,67,691
2024-10-26 19:59:00+00:00,67165.69670640834,4.25547,157,514
2024-10-26 20:00:00+00:00,67163.60649309913,5.70305,117,1477
2024-10-26 20:01:00+00:00,67152.45728982301,5.91354,212,692
2024-10-26 20:02:00+00:00,67158.696,5.11087,243,472
2024-10-26 20:03:00+00:00,67170.166,4.14123,174,301
2024-10-26 20:04:00+00:00,67174.41632075471,0.36532,67,39
2024-10-26 20:05:00+00:00,67182.35934314836,5.75758,226,657
2024-10-26 20:06:00+00:00,67185.56035283193,6.07433,210,867
2024-10-26 20:07:00+00:00,67198.830246114,7.12821,418,354
2024-10-26 20:08:00+00:00,67204.52276692708,36.68205,431,1105
2024-10-26 20:09:00+00:00,67213.11415,3.04012,95,105
2024-10-26 20:10:00+00:00,67212.52886486487,2.82567,137,233
2024-10-26 20:11:00+00:00,67214.2200921659,7.80315,343,91
2024-10-26 20:12:00+00:00,67218.00515151514,0.89207,51,48
2024-10-26 20:13:00+00:00,67215.92979381443,3.70975,63,131
2024-10-26 20:14:00+00:00,67217.87494186047,4.166,116,56
2024-10-26 20:15:00+00:00,67231.65234251968,6.92528,411,97
2024-10-26 20:16:00+00:00,67238.36734693877,4.78509,94,200
2024-10-26 20:17:00+00:00,67244.14687331537,8.32934,319,52
2024-10-26 20:18:00+00:00,67253.04053941909,6.86494,64,177
2024-10-26 20:19:00+00:00,67255.87086687307,4.15867,271,52
2024-10-26 20:20:00+00:00,67295.40533333334,26.17925,1874,421
2024-10-26 20:21:00+00:00,67339.70297120418,18.24745,984,544
2024-10-26 20:22:00+00:00,67339.909140625,5.95277,266,502
2024-10-26 20:23:00+00:00,67350.02076115485,7.10027,300,462
2024-10-26 20:24:00+00:00,67349.36395491804,8.80473,352,136
2024-10-26 20:25:00+00:00,67350.0863286004,6.14056,69,424
2024-10-26 20:26:00+00:00,67325.82261316873,1.52519,105,381
2024-10-26 20:27:00+00:00,67320.53532903227,8.74962,219,556
2024-10-26 20:28:00+00:00,67343.62071672356,3.19311,222,71
2024-10-26 20:29:00+00:00,67361.09125,3.83942,239,113
2024-10-26 20:30:00+00:00,67415.63712975453,127.74582,2299,1408
2024-10-26 20:31:00+00:00,67362.1963617245,8.89336,189,762
2024-10-26 20:32:00+00:00,67335.91938104448,14.46321,146,371
2024-10-26 20:33:00+00:00,67322.8556918239,2.39975,47,271
2024-10-26 20:34:00+00:00,67284.45474385246,12.78111,263,713
2024-10-26 20:35:00+00:00,67299.31437216338,6.27254,288,373
2024-10-26 20:36:00+00:00,67280.64762672811,1.88777,101,333
2024-10-26 20:37:00+00:00,67260.21639830509,9.53711,207,265
2024-10-26 20:38:00+00:00,67261.04053380783,2.4473,168,113
2024-10-26 20:39:00+00:00,67267.64601036269,2.7193,111,275
2024-10-26 20:40:00+00:00,67266.4080632411,2.8301,207,46
2024-10-26 20:41:00+00:00,67275.68846491228,0.91187,193,35
2024-10-26 20:42:00+00:00,67269.7095287958,4.31572,93,289
2024-10-26 20:43:00+00:00,67258.60906249999,5.32476,78,50
2024-10-26 20:44:00+00:00,67265.78442231075,1.33913,66,185
2024-10-26 20:45:00+00:00,67264.25371794873,1.98404,63,327
2024-10-26 20:46:00+00:00,67265.49221884499,2.54311,212,117
2024-10-26 20:47:00+00:00,67281.85329842933,2.64072,316,66
2024-10-26 20:48:00+00:00,67310.82325327511,9.94666,372,86
2024-10-26 20:49:00+00:00,67319.70957055215,2.9019500000000003,81,245
2024-10-26 20:50:00+00:00,67290.41599601593,3.69074,55,447
2024-10-26 20:51:00+00:00,67269.06106060607,2.16464,72,456
2024-10-26 20:52:00+00:00,67238.3365497076,3.36916,65,277
2024-10-26 20:53:00+00:00,67231.24162162162,4.08307,124,98
2024-10-26 20:54:00+00:00,67235.99188995216,1.9294200000000001,79,339
2024-10-26 20:55:00+00:00,67241.22021611003,2.2311900000000002,161,348
2024-10-26 20:56:00+00:00,67251.10076530612,1.54447,87,109
2024-10-26 20:57:00+00:00,67247.16876847291,0.79969,45,158
2024-10-26 20:58:00+00:00,67253.48126696833,3.61517,204,238
2024-10-26 20:59:00+00:00,67260.47355555555,3.12605,164,421
2024-10-26 21:00:00+00:00,67269.20749518306,2.38606,164,355
2024-10-26 21:01:00+00:00,67251.41678756477,11.41277,97,289
2024-10-26 21:02:00+00:00,67226.82657596371,4.96082,163,278
2024-10-26 21:03:00+00:00,67231.56375796178,0.47875,59,98
2024-10-26 21:04:00+00:00,67237.08651480637,10.53924,209,230
2024-10-26 21:05:00+00:00,67260.47979310346,2.78816,149,141
2024-10-26 21:06:00+00:00,67253.03821678321,2.77161,39,247
2024-10-26 21:07:00+00:00,67236.09953125,2.04229,32,224
2024-10-26 21:08:00+00:00,67237.4028,4.33253,184,91
2024-10-26 21:09:00+00:00,67247.86923076924,1.21933,114,55
2024-10-26 21:10:00+00:00,67253.78368852459,1.52577,45,77
2024-10-26 21:11:00+00:00,67251.8348275862,3.70919,32,113
2024-10-26 21:12:00+00:00,67244.55335877863,0.47875,44,87
2024-10-26 21:13:00+00:00,67233.21914754098,2.88088,35,270
2024-10-26 21:14:00+00:00,67216.88403614458,3.1521600000000003,72,94
2024-10-26 21:15:00+00:00,67229.1467578125,1.60143,208,48
2024-10-26 21:16:00+00:00,67234.19404605262,0.91122,26,278
2024-10-26 21:17:00+00:00,67219.33832599118,1.5974300000000001,58,169
2024-10-26 21:18:00+00:00,67209.16096219931,2.87513,51,240
2024-10-26 21:19:00+00:00,67201.08712121213,3.92335,71,193
2024-10-26 21:20:00+00:00,67199.90548872181,2.02305,73,60
2024-10-26 21:21:00+00:00,67199.95778894472,2.81507,146,53
2024-10-26 21:22:00+00:00,67199.98377192982,0.90852,43,71
2024-10-26 21:23:00+00:00,67199.98431578946,4.369730000000001,41,54
2024-10-26 21:24:00+00:00,67199.98204678363,1.11193,35,136
2024-10-26 21:25:00+00:00,67199.99322033899,1.50798,51,67
2024-10-26 21:26:00+00:00,67199.99368421052,2.62249,42,72
2024-10-26 21:27:00+00:00,67199.99306306307,2.1340500000000002,34,77
2024-10-26 21:28:00+00:00,67199.99341666666,0.7988000000000001,41,79
2024-10-26 21:29:00+00:00,67199.99371212121,0.41407,49,83
2024-10-26 21:30:00+00:00,67193.33764150944,4.47139,51,267
2024-10-26 21:31:00+00:00,67192.38445676275,8.4876,333,118
2024-10-26 21:32:00+00:00,67218.28826687117,19.823529999999998,519,133
2024-10-26 21:33:00+00:00,67243.38300813008,3.88065,403,89
